"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FZAI9ZGN","journalArticle","2021","Telmo Adão; Tatiana M. Pinho; Luís Pádua; Luís Magalhães; Joaquim J. Sousa; Emanuel Peres","Prototyping IoT-Based Virtual Environments: An Approach Toward the Sustainable Remote Management of Distributed Mulsemedia Setups","Applied Sciences","","2076-3417","10.3390/app11198854","","Business models built upon multimedia/multisensory setups delivering user experiences within disparate contexts—entertainment, tourism, cultural heritage, etc.—usually comprise the installation and in-situ management of both equipment and digital contents. Considering each setup as unique in its purpose, location, layout, equipment and digital contents, monitoring and control operations may add up to a hefty cost over time. Software and hardware agnosticity may be of value to lessen complexity and provide more sustainable management processes and tools. Distributed computing under the Internet of Things (IoT) paradigm may enable management processes capable of providing both remote control and monitoring of multimedia/multisensory experiences made available in different venues. A prototyping software to perform IoT multimedia/multisensory simulations is presented in this paper. It is fully based on virtual environments that enable the remote design, layout, and configuration of each experience in a transparent way, without regard of software and hardware. Furthermore, pipelines to deliver contents may be defined, managed, and updated in a context-aware environment. This software was tested in the laboratory and was proven as a sustainable approach to manage multimedia/multisensory projects. It is currently being field-tested by an international multimedia company for further validation.","2021","2025-07-05 00:15:38","2025-07-05 19:36:53","","","","","","","Applied Sciences","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UK2ZM6A","journalArticle","2021","Kosmas Dimitropoulos; Petros Daras; Sotiris Manitsaris; Frédéric Fol Leymarie; Sylvain Calinon","Editorial: Artificial Intelligence and Human Movement in Industries and Creation","Frontiers in Robotics and Ai","","2296-9144","10.3389/frobt.2021.712521","","Editorial on the Research Topic Artificial Intelligence and Human Movement in Industries and CreationRecent advances in human motion sensing technologies and machine learning have enhanced the potential of Artificial Intelligence to improve our quality of life, increase productivity and reshape multiple industries, including cultural and creative industries. In order to achieve this goal, humans must remain at the center of Artificial Intelligence and AI should learn from humans and collaborate effectively with them. Human-Centred Artificial Intelligence (HAI) is expected to create new opportunities and challenges in the future, which cannot yet be foreseen. Any type of programmable entity (e.g., robots, computers, autonomous vehicles, drones, Internet of Things, etc.) will have different layers of perception and sophisticated HAI algorithms that will detect human intentions and behaviors (Psaltis et al., 2017) and learn continuously from them. Thus, every single intelligent system will be able to capture human motions, analyze them (Zhang et al., 2019), detect poses and recognize gestures (","2021","2025-07-05 00:15:38","2025-07-06 19:57:56","","","","","","","Frontiers in Robotics and Ai","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NI6SJAS8","journalArticle","2023","Yicheng Jiang; Xia Zheng; Chao Feng","Toward Multi-Area Contactless Museum Visitor Counting With Commodity WiFi","Journal on Computing and Cultural Heritage","","1556-4673","10.1145/3530694","","Multi-area visitor counting plays a critical role in museum management, which can help administrative staff better study visitor flows and hotspots, so that can ensure the quality and safety of visits. Internet of Things (IoT) techniques facilitate efficient recording and understanding of visitors’ spatial and temporal distribution in museums, and traditional visitor tracking applications use surveillance cameras or wireless connections with portable smart devices. However, these methods either involve privacy concerns or face the obstacle of getting natural behavioral data of all visitors. This paper explores an IoT monitoring methodology in the field of museum studies, proposing a commodity WiFi-based head counting framework that does not need the visitor to connect with any device. Our system analyzes the Channel State Information (CSI) amplitude fluctuations at the fixed receiver caused when visitors cross the line-of-sight (LoS) link. It enables multi-area visitor counting by achieving In-and-Out traffic detection at different sites with a convolutional neural network (CNN) algorithm. The method also allows for a rough classification of visitor types based on body size, and an extra transfer module is presented to reduce training time for increasing sensing scenarios. Over 2300 samples at 5 different sites were collected to test the usability. Experiment 1 implemented in 3 environments/deployments demonstrated that the proposed approach can be potentially implemented in variable sites of museums. It achieved high up to 95% and 99% accuracies for identifying the number and direction of people crossing, respectively. Experiment 2 sampled adults, children, and adult-child groups at a science museum and achieved approximately 89% classification accuracy of visitor types. Experiment 3 collected data for all cases in which up to 3 targets entered and exited simultaneously, and reached a recognition accuracy of around 88% for 9 different cases. The potential and limitations for the practical application of wireless contactless sensing to cultural spaces are discussed.","2023","2025-07-05 00:15:38","2025-07-07 22:32:24","","","","","","","Journal on Computing and Cultural Heritage","","","","","","","","","","","","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5X8G27FA","journalArticle","2021","Michael Farmer","Human Cognitive Models for Heritage Site Monitoring","Digital Presentation and Preservation of Cultural and Scientific Heritage","","2535-0366","10.55630/dipp.2021.11.1","","Integrating evidence from a single sensor over time is becoming more common due to the Internet of Things (IoT). It can play a critical role in Heritage site monitoring, as networks of sensors are required to catalog and analyze data over extended periods of time. Researchers have often adopted the mechanisms used for multi-source integration, such as Bayesian conditioning and Dempster- Shafer reasoning. Research in human cognitive models provides an interesting alternative insights for accumulating evidence over time. We used this research as a foundation for the current approach which integrates the set theoretic nature of Dempster-Shafer theory with an estimation structure based on Kalman filtering. It is well suited for applications to Wide-area Sensor Networks (WSN) that are commonly found in heritage sites.","2021","2025-07-05 00:15:38","2025-07-17 18:29:39","","","","","","","Digital Presentation and Preservation of Cultural and Scientific Heritage","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\KTXXBTKX\Michael Farmer - 2021 - Human Cognitive Models for Heritage Site Monitoring.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THWAI9C5","journalArticle","2024","Shaher Rababeh; Rahaf Ahmad Hanaqtah; Shatha Abu‐Khafajah","Leveraging Digitized Heritage Technologies for Smart Fruition: Heritage Understanding and Enhancement Framework","Heritage","","2571-9408","10.3390/heritage7120319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213231659&doi=10.3390%2fheritage7120319&partnerID=40&md5=091fd598522f1e786d7bf5cef7393b81","Digitized heritage is regarded as an emerging field, with existing studies primarily focusing on one case study, technological aspect, or a methodological approach. Thus, there remains a notable gap in the literature regarding the understanding of how these technologies and methodologies can be utilized in smart heritage fruition. Approaches that harness technological advancements to enhance the decision-making process regarding the use of appropriate methodology at various heritage sites remain insufficiently explored. To address this gap, this study conducted a cross-case analysis to survey the use of heritage technologies across selected cases to find underlying trends and correlations related to the scale and methodology used. The findings of this study provide insights into the nexus of technology integration into heritage fruition, highlighting the role of tangible heritage documentation technologies. The present study concludes that smart fruition framework necessitates an ongoing process involving the integration of cultural heritage data, digital documentation, management, enhancement methodologies, and the Internet of Things (IoT). The IoT facilitates the connectivity of physical items to the internet thereby supporting the understanding of heritage knowledge. Such framework operates through a collaboration platform that engages experts, local communities, and tourists to ensure a meaningful and interactive interconnection.","2024","2025-07-05 00:15:38","2025-07-17 18:30:18","","6891-6915","","12","7","","Heritage","","","","","","","","","","","Scopus","WOS:001383859700001","","","","","C:\Users\jaber\Zotero\storage\EWEA6BVI\Shaher Rababeh et al. - 2024 - Leveraging Digitized Heritage Technologies for Smart Fruition Heritage Understanding and Enhancemen.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSGD6585","journalArticle","2024","Youssef Aounzou; Fahd Kalloubi; Abdelhak Boulaalam","A Blockchain of Things System for Managing Handcrafted Products in a Cultural Industry","Sensors","","1424-8220","10.3390/s24227384","","The handicraft sector is often seen as a symbol of a country’s cultural identity, as it relies on specialized traditional techniques, skills, and knowledge that are often passed down through generations. As a result, ensuring the authenticity and integrity of this creative value has become a significant challenge, especially with the growth of counterfeiting techniques in this industry. Thus, integrating digital technologies into such sectors offers numerous operational benefits such as transparency, decentralization, data security, and authenticity needs. This paper presents an innovative approach for the handicraft sector, which exploits blockchain technology and the Internet of Things to guarantee the authenticity of cultural heritage. Through experimental evaluations comparing the decentralized blockchain-based system with traditional centralized methods using key metrics such as response time and transactions per second, this study reveals significant results. The statistical analysis reveals that the decentralized approach improves performance in terms of response times for verification and addition processes compared to the centralized system. Specifically, verification is approximately 4.66 times faster and addition is approximately 4.30 times faster in a decentralized system. However, transaction latency in the decentralized approach is approximately 38.21% higher than in the centralized system.","2024","2025-07-05 00:15:38","2025-07-17 18:26:32","","","","","","","Sensors","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\HJXI2HEF\Youssef Aounzou et al. - 2024 - A Blockchain of Things System for Managing Handcrafted Products in a Cultural Industry.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHGIAWV2","journalArticle","2022","Yufeng Yang; Ting Lei","The Inheritance and Future Development Direction Prediction of Opera Culture Based on Cloud Communication Under the Background of Big Data","Journal of Sensors","","1687-7268","10.1155/2022/1910766","","In the digital economy era, digital technologies such as cloud computing, big data, artificial intelligence, mobile Internet, and Internet of Things are becoming the new foundation of social operation and industry innovation. In order to achieve creative transformation and innovative development of traditional opera culture and art, there is a need to actively embrace the new digital technologies of the Internet. From the perspective of big data, according to the development status of Chinese opera art, this paper examines the limitations of traditional means to protect and develop opera art and puts forward the inheritance of opera culture and the prediction of future development direction based on cloud communication. This paper demonstrates the matrix system and inheritance development direction of Kunqu Opera culture to realize cloud communication. The main conclusions of this paper are as follows: firstly, promoting the overall digitalization of Kunqu Opera culture is the inevitable choice to realize the inheritance and development of Kunqu Opera; secondly, it is scientific and feasible to promote the overall digitalization and inheritance of Kunqu Opera culture. Thirdly, promoting the research and planning of cloud-spread opera should be promoted to become a national cultural strategy.","2022","2025-07-05 00:15:38","2025-07-05 19:23:44","","","","","","","Journal of Sensors","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8TBGIIW","journalArticle","2022","M. Dinesh; Arvind Chakrapani; S. S. Sreeja Mole; Subash Kumar C S; P. Chandra Sekar; K. Somasundaram; K. Srihari; S. Chandragandhi; Venkatesa Prabhu Sundramurthy","An Energy Efficient Architecture for Furnace Monitor and Control in Foundry Based on Industry 4.0 Using IoT","Scientific Programming","","1875-919X","10.1155/2022/1128717","","The global standards in the field of industrial automation are maintained in industries by completely digitizing their manufacturing process with industry 4.0 standard. Internet of Things (IoT) enables the conservation of cultural heritage with proper assistance on data management on the data collected from the sensors. However, energy efficient conservation is required to monitor the IoT sensors in order to deal with building a better infrastructure. In this paper, we develop a bio-inspired algorithm which can automate the entire furnace monitoring and controlling system in order to eliminate the human intervention involved in the physical process. The algorithm is blended as a web-based remote application for the better control of the tasks involved, energy utilized, and its subsequent log-report maintenance. The entire system employs Wi-Fi communication for data transfer from device to cloud where the stored data including temperature log, forth coming schedule, and process graphic are maintained by the proposed algorithm to predict the machine failure at an earlier stage. The real-time prototype system is supported by a heat treatment process that is completely automated using IoT to monitor and maintain the temperature during the production of metal casting process.","2022","2025-07-05 00:15:38","2025-07-05 01:36:52","","","","","","","Scientific Programming","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CP42WZPB","journalArticle","2021","Ingrida Kelpšienė","Participatory Heritage on Social Networking Sites: The Discussion of Main Theoretical Concepts","Information &Amp; Media","","2783-6207","10.15388/im.2021.91.54","","The field researching cultural heritage communication on social networking sites, is still developing its theoretical foundations, while participatory heritage, as one of the newest concepts born in this field, is still lacking its grounded conceptualization, especially emerging from practice-based research studies. This theoretical study suggests to integrate different theoretical considerations that derives from cultural heritage studies, social networking sites research and theory of participation, and proposes to refine the concept of participatory heritage believing that the primary understanding of the context as “participatory” lies not in the environment itself, but in the activity that takes place in it. Therefore, I offer that participatory heritage could be understood as a new shift in cultural heritage practice that emerge through collaboration and communication of people on social networking sites.","2021","2025-07-05 00:15:38","2025-07-05 19:39:37","","","","","","","Information &Amp; Media","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V385LCB6","journalArticle","2021","Santiago Patricio Pulla Pesantez; Adriana Lucila Ortega Echeverria; Patricio Castro","Disruptive Tourism: Smart Tourism Routes","Smart Tourism","","2810-9821","10.54517/st.v2i2.1704","","The present research aims to support the possible utilization of tourist routes and circuits in a smart way, for this purpose it is proposed to consolidate the usefulness of smart tourism territory, data visualization, data access in connectivity and sensorization infrastructures within a Smart Tourism Destination model. The objective is to understand the evolution of Information and Communication Technologies within a given space that generates information in real time of the natural and cultural tourist attractions, the accesses to them and the facilities at the time of leisure and recreation activities.  The proposed route model considers transcending in the current reality of the tourism sector, which is open to work in a multidisciplinary way with other sectors that propitiate the sustainable use of cultural and natural resources through the Internet of Things.","2021","2025-07-05 00:15:38","2025-07-06 19:58:14","","","","","","","Smart Tourism","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF9KHWE4","journalArticle","2023","Ik-Gyun Im; Gyu-Seong Han","Environmental Suitability for Conservation and the Risk Period for Fungal Damage of Wooden Cultural Heritages in Korea","Journal of the Korean Wood Science and Technology","","1017-0715","10.5658/wood.2023.51.4.295","","This study applied a real-time IoT (Internet of Things) environmental monitoring system to wooden cultural heritages (WCHs) located in suburbs and forests in Korea. It automated the graphs of seasonal Temperature (T) and relative humidity (RH) changes inside the heritage structures and seasonal Performance Index (PI) values. While utilizing line graphs of the existing T and RH change trends and a bar graph expressing the PI values, this study examined the current status of the conservation environment inside the WCHs throughout the year and its diagnosis. Consequently, at higher latitudes, the organic cultural heritage repeatedly experienced large T fluctuations, and the risk of physical and chemical degradation of the materials was greater. However, the RH showed significant seasonal differences, even within the same latitude, indicating that the impact of latitude was not significant. Therefore, the staff in charge must manage RH by considering the surrounding environmental conditions and adjusting the internal environment of the structures. The PI values for the year-round T and RH inside the heritages were confirmed to only be a maximum of approximately 60% of the environmental suitability for conservation throughout the year, depending on the season. The relationship between the germination and growth potential period of xerophilic fungi and the monthly internal temperature and humidity in five heritages located at different latitudes was analyzed. As a result, we could thus determine that four particular months of the year (June-September) represent the periods with the highest risk of damage from xerophilic fungi in the country, regardless of latitude.","2023","2025-07-05 00:15:39","2025-07-17 18:29:25","","","","","","","Journal of the Korean Wood Science and Technology","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\TNY4S2WL\Ik-Gyun Im e Gyu-Seong Han - 2023 - Environmental Suitability for Conservation and the Risk Period for Fungal Damage of Wooden Cultural.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IFCDK97","journalArticle","2024","M. Lasorella; Pasquale De Dato; Elena Cantatore","Web-Based Platform to Collect, Share and Manage Technical Data of Historical Systemic Architectures: The Telegraphic Towers Along the Madrid-Valencia Path","Virtual Archaeology Review","","1989-9947","10.4995/var.2024.20341","","Considering the variety of architectural Cultural Heritage typologies, systemic architectures require specific attention in the recovery process. The dimensions of ""extension"" and ""recurrence"" at geographic and technological levels affect the complexity of their knowledge process; they require systematic ways for their categorisation and comprehension to guarantee correct diagnosis and suitable rehabilitation. Recent applications involving Internet of Things (IoT) for the built Cultural Heritage have demonstrated the potentialities of three-dimensional (3D) geographic information system (GIS) models and structured databases in supporting complex degrees of knowledge for technicians, as well as management for administrators. Starting from such experiences, the work presents the setting up of a web-based platform to support the knowledge and management of systemic architectures, considering the geographical distribution of fabrics, natural and anthropic boundary conditions, and technical and administrative details. The platform takes advantage of digital models, machine and deep learning procedures and relational databases, in a GIS-based environment, for the recognition and categorisation of prevalent physical and qualitative features of systemic architectures, the recognition and qualification of dominant and recurrent decays and the management of recovery activities in a semi-automatic way. Specifically, the main digital objects used for testing the applied techniques and setting up the platform are based on Red-Green-Blue (RGB) and mapped point clouds of the historical Telegraphic Towers located along the Madrid-Valencia path, resulting from the on-site investigations. Their choice is motivated by the high level of knowledge about the cases reached in the last years by the authors, allowing them to test rules within the decision support systems and innovative techniques for their decay mapping. As the experience has demonstrated, the systematisation of technical details and operative pipeline of methods and tools allow the normalisation and standardisation of the intervention selection process; this offers policymakers an innovative tool based on traditional procedures for conservation plans, coherent with a priority-based practice.","2024","2025-07-05 00:15:39","2025-07-17 18:32:01","","","","","","","Virtual Archaeology Review","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\3NY8HJTJ\M. Lasorella et al. - 2024 - Web-Based Platform to Collect, Share and Manage Technical Data of Historical Systemic Architectures.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XTZ4QDB","journalArticle","2023","Inês Flores‐Colen; Jorge de Brito","Guest Editorial: “Building Pathology: The Past, New Approaches and Opportunities”","International Journal of Building Pathology and Adaptation","","2398-4708","10.1108/ijbpa-06-2023-185","","Overview of the special issue Today's building pathology studies should be oriented to systemize the knowledge from the past, good previous experiences but also focused on the new challenges of construction and rehabilitation industry. There is a growing need for more ready access to available knowledge, based on new technologies and more feedback in a structured and continuous way. The complexity of buildings is increasing and new materials and constructive systems are being applied in new or existent buildings. The monitoring of buildings performance under real exposure conditions should be the basis of new trends in this field.Nowadays, a new concept of sustainable development, primarily based on the quality of life and lower impacts on the natural environment, increases the importance of having specific intervention criteria and methodologies based on a building pathology knowledge. The early detection of building failures can help in reducing conflicts and costs. Building pathology should have new insights about the Information and Communications Technology (ICT), internet of things, uncertainty and risk analysis, advanced diagnosis techniques and forensic engineering approaches, with a consensual approach in the scientific and technical community.Building pathology is a very ancient occurrence but it needs new approaches to be dealt with. The building stock has increased exponentially in the last century and there is a need for faster and more efficient ways to inspect, diagnose and maintain/rehabilitate current buildings with pathology problems. The challenge is therefore that of benchmarking and systemizing all procedures linked with building pathology and use advanced tools, knowledge and technologies to improve today's practice, by reaching out to professionals in the field.The International Council for Research and Innovation in Building and Construction (CIB) is organized in Working Commissions. W086 -Building Pathology (https://cibworld.org/ commissions/w086-building-pathology/) is one of the longest-running commissions within CIB ""is essentially concerned with learning from past and current building pathology and encouraging the systematic application of that knowledge to the design, construction and management of buildings"".In order to boost the dissemination of all concepts concerning building pathology, W086 decided to champion a special issue in the International Journal of Building Pathology and Adaptation, a CIB-encouraged journal, entitled ""Building Pathology: The past, new approaches and opportunities"" (https://cibworld.org/building-pathology-the-past-new-approaches-andopportunities/). Description of the contributionsNine manuscripts have been submitted, reviewed and accepted for publications in this special issue. Their scope ranges various subjects concerning building pathology, as described next. Both W086 members and non-members contributed to the special issue.","2023","2025-07-05 00:15:39","2025-07-06 19:52:46","","","","","","","International Journal of Building Pathology and Adaptation","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUVNJQNQ","journalArticle","2024","Nancy Usca; Mariela Samaniego; Carlos Yerbabuena; Isaac Enríquez Pérez","Arts and Humanities Education: A Systematic Review of Emerging Technologies and Their Contribution to Social Well-Being","Social Sciences","","2076-0760","10.3390/socsci13050269","","The purpose of this study is to identify the most applied emerging technologies in the field of arts and humanities, exploring their advantages and potential obstacles. The research results aim to contribute to social and cultural well-being by enhancing the understanding and application of these technologies in cultural, linguistic, and artistic domains. Through a systematic literature review based on the PRISMA protocol, using search strings in two scientific databases, 158 studies were obtained that helped address the research questions posed. The findings indicate that, in arts and humanities, emerging technologies such as virtual reality, the Internet of Things, and mobile learning are transforming creativity, teaching, and management. Identified benefits include interactive, collaborative, and innovative learning, as well as increased accessibility to education. However, challenges such as a lack of digital skills among educators, deficiencies in infrastructure, and resistance to change highlight the need for training programs and overcoming obstacles for effective implementation of these technologies in arts and humanities education. It is concluded that the integration of emerging technologies in the fields of arts and humanities presents an opportunity to promote digital intervention in social well-being, as well as to stimulate creativity and cultural exploration. These initiatives facilitate the dissemination and appreciation of cultural heritage, while also promoting community participation and strengthening an ever-evolving cultural identity.","2024","2025-07-05 00:15:39","2025-07-06 20:07:00","","","","","","","Social Sciences","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUDKFHW2","journalArticle","2022","Zhongjun Ni; Yu Liu; Magnus Karlsson; Shaofang Gong","Enabling Preventive Conservation of Historic Buildings Through Cloud-Based Digital Twins: A Case Study in the City Theatre, Norrköping","Ieee Access","","2169-3536","10.1109/access.2022.3202181","","Historic buildings require good maintenance to sustain their function and preserve embodied heritage values. Previous studies have demonstrated the benefits of digitalization techniques in improving maintenance and managing threats to historic buildings. However, there still lacks a solution that can consistently organize data collected from historic buildings to reveal operating conditions of historic buildings in real-time and to facilitate various data analytics and simulations. This study aims to provide such a solution to help achieve preventive conservation. The proposed solution integrates Internet of Things and ontology to create digital twins of historic buildings. Internet of Things enables revealing the latest status of historic buildings, while ontology provides a consistent data schema for representing historic buildings. This study also gives a reference implementation by using public cloud services and open-source software libraries, which make it easier to be reused in other historic buildings. To verify the feasibility of the solution, we conducted a case study in the City Theatre, Norrköping, Sweden. The obtained results demonstrate the advantages of digital twins in providing maintenance knowledge and identifying potential risks caused by fluctuations of relative humidity.","2022","2025-07-05 00:15:39","2025-07-06 19:57:13","","","","","","","Ieee Access","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXPJZR92","journalArticle","2021","Zhongjun Ni; Yu Liu; Magnus Karlsson; Shaofang Gong","A Sensing System Based on Public Cloud to Monitor Indoor Environment of Historic Buildings","Sensors","","1424-8220","10.3390/s21165266","","Monitoring the indoor environment of historic buildings helps to identify potential risks, provide guidelines for improving regular maintenance, and preserve cultural artifacts. However, most of the existing monitoring systems proposed for historic buildings are not for general digitization purposes that provide data for smart services employing, e.g., artificial intelligence with machine learning. In addition, considering that preserving historic buildings is a long-term process that demands preventive maintenance, a monitoring system requires stable and scalable storage and computing resources. In this paper, a digitalization framework is proposed for smart preservation of historic buildings. A sensing system following the architecture of this framework is implemented by integrating various advanced digitalization techniques, such as Internet of Things, Edge computing, and Cloud computing. The sensing system realizes remote data collection, enables viewing real-time and historical data, and provides the capability for performing real-time analysis to achieve preventive maintenance of historic buildings in future research. Field testing results show that the implemented sensing system has a 2% end-to-end loss rate for collecting data samples and the loss rate can be decreased to 0.3%. The low loss rate indicates that the proposed sensing system has high stability and meets the requirements for long-term monitoring of historic buildings.","2021","2025-07-05 00:15:39","2025-07-17 18:26:45","","","","","","","Sensors","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\25YGYJJ3\Zhongjun Ni et al. - 2021 - A Sensing System Based on Public Cloud to Monitor Indoor Environment of Historic Buildings.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"386MSMT8","journalArticle","2020","Stefano Chiappini; Alessio Fini; Eva Savina Malinverni; Emanuele Frontoni; G. Racioppi; Roberto Pierdicca","Cost Effective Spherical Photogrammetry: A Novel Framework for the Smart Management of Complex Urban Environments","The International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences","","2194-9034","10.5194/isprs-archives-xliii-b4-2020-441-2020","","Abstract. The development and urban planning of a modern city, nowadays, should be entrusted on the implementation of methods and techniques which require a management of complex information. The final goal is to support local authorities for the decision making. Finding data that are often heterogeneous but nevertheless connected to each other is useful to create a virtuous management model based on an empirical and objective study system. It will therefore be important to develop a system of data retrieval, analysis and management as accurate as possible, usable by all the actors involved in the governance of the territories. The article focuses on the implementation of an effective workflow for the management of complex urban data, the final goal of such framework, is the creation of a Smart City 3D Platform capable of providing innovative services for tax assessment and collection. In particular, it investigates over the potential of using spherical photogrammetry, to guarantee fast, low-cost and reliable acquisition time. The resulting 3D model has been then georeferenced with GNSS coordinates to ensure the desired precision, while the assessment of the model has been done using laser scanner data as a ground truth. The point cloud obtained from the processing can be managed and edited in a WEBGIS, which merges 2D (cadastral register) and 3D (point cloud) data. The project is the result of the collaboration between the Università Politecnica delle Marche and the Company Andreani Tributi srl, with the aim of collecting information about the advertising structures present in the city of Brescia (Italy) for tax assessment.","2020","2025-07-05 00:15:39","2025-07-06 20:03:24","","","","","","","The International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCUCXSW8","journalArticle","2020","Maria M Visan; Cristian Ciurea","Smart City: Concepts and Two Relevant Components","International Journal of Computers Communications &Amp; Control","","1841-9844","10.15837/ijccc.2020.2.3867","","In the last 30 years, the Smart City (SC) definitions have changed, they expressed different meanings by different people, but still no universally accepted definition, yet. The paper aims to summarize the existing relevant definitions to and propose a concept for characterizing the smartness of a city through intelligent planning and monitoring, guided by actionable information that underpins computer-assisted decisions and institutional digital transformation. As a practical approach, the SC concept is promoted by two components namely: spatial urban territorial planning and cultural heritage via virtual exhibitions. The article highlights the schematic diagram of cross-sectoral interactions between different stakeholders grouped by roles, and the expected impact for these interactions, a proposed functional system architecture for cultural heritage digital transformation and concrete steps for virtual exhibitions implementation.","2020","2025-07-05 00:15:39","2025-07-05 19:32:30","","","","","","","International Journal of Computers Communications &Amp; Control","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7Z8PB3S","journalArticle","2020","George-Alex Stelea; Vlad Popescu; Florin Sandu; Lana Jalal; Massimo Farina; Maurizio Murroni","From Things to Services: A Social IoT Approach for Tourist Service Management","Ieee Access","","2169-3536","10.1109/access.2020.3018331","","In the context of Internet of Things (IoT), the cooperation and synergy between varied and disparate communicating objects is strained by trustworthiness, confidentiality and interoperability concerns. These restrictions can limit the development of IoT-based applications especially considering the emergent boost in the number of communicating objects and their growing itinerant nature in a collective service context. A new perspective arises with the paradigm of Social Internet of Things (SIoT), that relies on the implementation of semi-independent communicating objects with cooperation assessed by social relations and social feedback. In this article, we present the development and expansion of the IoT concept towards SIoT in the context of the interactions between tourist services as communicating objects. As a proof-of-concept we propose a composition of services as virtualized social objects and the interaction between them, by taking into consideration the balance, trustworthiness, cooperation and synergy of services. Furthermore we present a solution to integrate also accessibility in SIoT services. The presented concept is presented using a demonstrator build for tourist services.","2020","2025-07-05 00:15:39","2025-07-06 19:53:23","","","","","","","Ieee Access","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
