Study_ID,Título,Etapa,Critério aplicado,Decisão,Justificativa,Timestamp
FPFAB3F5,Digitalization of Customs Control of Cultural Properties in International Trad,,SEM APLICACAO,Excluído,,2025-07-06 19:58:23
FZAI9ZGN,Prototyping IoT-Based Virtual Environments: An Approach Toward the Sustainable Remote Management of Distributed Mulsemedia Setups,,SEM APLICACAO,Excluído,,2025-07-05 19:36:53
6UK2ZM6A,Editorial: Artificial Intelligence and Human Movement in Industries and Creation,,IRRELEVANTE,Excluído,,2025-07-06 19:57:56
NI6SJAS8,Toward Multi-Area Contactless Museum Visitor Counting With Commodity WiFi,,NO_PDF,Incluído,,2025-07-07 22:32:24
5X8G27FA,Human Cognitive Models for Heritage Site Monitoring,,COM_PDF,Incluído,,2025-07-17 18:29:39
THWAI9C5,Leveraging Digitized Heritage Technologies for Smart Fruition: Heritage Understanding and Enhancement Framework,,COM_PDF,Incluído,,2025-07-17 18:30:18
NSGD6585,A Blockchain of Things System for Managing Handcrafted Products in a Cultural Industry,,COM_PDF,Incluído,,2025-07-17 18:26:32
NHGIAWV2,The Inheritance and Future Development Direction Prediction of Opera Culture Based on Cloud Communication Under the Background of Big Data,,SEM APLICACAO,Excluído,,2025-07-05 19:23:44
B8TBGIIW,An Energy Efficient Architecture for Furnace Monitor and Control in Foundry Based on Industry 4.0 Using IoT,,SEM APLICACAO,Excluído,,2025-07-05 01:36:52
CP42WZPB,Participatory Heritage on Social Networking Sites: The Discussion of Main Theoretical Concepts,,IRRELEVANTE,Excluído,,2025-07-05 19:39:37
V385LCB6,Disruptive Tourism: Smart Tourism Routes,,IRRELEVANTE,Excluído,,2025-07-06 19:58:14
QF9KHWE4,Environmental Suitability for Conservation and the Risk Period for Fungal Damage of Wooden Cultural Heritages in Korea,,COM_PDF,Incluído,,2025-07-17 18:29:25
5IFCDK97,"Web-Based Platform to Collect, Share and Manage Technical Data of Historical Systemic Architectures: The Telegraphic Towers Along the Madrid-Valencia Path",,COM_PDF,Incluído,,2025-07-17 18:32:01
7XTZ4QDB,"Guest Editorial: “Building Pathology: The Past, New Approaches and Opportunities”",,IRRELEVANTE,Excluído,,2025-07-06 19:52:46
HUVNJQNQ,Arts and Humanities Education: A Systematic Review of Emerging Technologies and Their Contribution to Social Well-Being,,IRRELEVANTE,Excluído,,2025-07-06 20:07:00
QUDKFHW2,"Enabling Preventive Conservation of Historic Buildings Through Cloud-Based Digital Twins: A Case Study in the City Theatre, Norrköping",,IRRELEVANTE,Excluído,,2025-07-06 19:57:13
DXPJZR92,A Sensing System Based on Public Cloud to Monitor Indoor Environment of Historic Buildings,,COM_PDF,Incluído,,2025-07-17 18:26:45
386MSMT8,Cost Effective Spherical Photogrammetry: A Novel Framework for the Smart Management of Complex Urban Environments,,IRRELEVANTE,Excluído,,2025-07-06 20:03:24
HCUCXSW8,Smart City: Concepts and Two Relevant Components,,SEM APLICACAO,Excluído,,2025-07-05 19:32:30
K7Z8PB3S,From Things to Services: A Social IoT Approach for Tourist Service Management,,IRRELEVANTE,Excluído,,2025-07-06 19:53:23
PGVEEE6M,"A Systematic Review on the Combination of VR, IoT and AI Technologies, and Their Integration in Applications",,SEM APLICACAO,Excluído,,2025-07-05 01:33:17
BBT5M3L4,Building Three-Dimensional Virtual Historic Fashion Museum Exhibitions: From the Perspective of Technology Affordances,,NO_PDF,Incluído,,2025-07-07 22:20:45
MLFPRSV3,Study on the Technical Model Design of a Tourist Attraction From the Metaverse Perspective,,COM_PDF,Incluído,,2025-07-17 18:30:54
M64R5EBA,Bibliometric Analysis of Fourth Industrial Revolution Applied to Heritage Studies Based on Web of Science and Scopus Databases From 2016 to 2021,,COM_PDF,Incluído,,2025-07-17 18:27:29
9NAZX8H7,An IoT‐Based Network for Smart Urbanization,,SEM APLICACAO,Excluído,,2025-07-05 01:37:24
XN8BBW3Y,From Web 1.0 to Web 4.0: The Digital Heritage Platforms for UNESCO’s Heritage Properties in Indonesia,,COM_PDF,Incluído,,2025-07-17 18:29:34
NMCYWG3K,Unveiling Technology’s Integral Role in Pencak Silat: A Systematic Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:16:30
2NBR7RKA,Unlocking Sustainable Tourism: A Holistic Examination of Mobile Applications’ Impact and Evolution in Travel Experiences (2013-2023),,COM_PDF,Incluído,,2025-07-17 18:31:51
6BYN9K9J,User-Defined Semantics for the Design of IoT Systems Enabling Smart Interactive Experiences,,SEM APLICACAO,Excluído,,2025-07-05 19:15:05
DVEEB7WZ,"An Era of Recommendation Technologies in IoT: Categorisation by Techniques, Challenges and Future Scope",,IRRELEVANTE,Excluído,,2025-07-05 01:37:00
N9NRU7MV,How Can a Traditional Medical Company Maintain Cultural Authenticity While Adapting to Modern Management Guidelines?,,IRRELEVANTE,Excluído,,2025-07-06 19:51:59
3Q9XFTFU,MAGIC: Manuscripts of Girolamini in Cloud,,COM_PDF,Incluído,,2025-07-17 18:30:19
2GVT46V5,Assessment of a Multisensor ZPHS01B-Based Low-Cost Air Quality Monitoring System: Case Study,,IRRELEVANTE,Excluído,,2025-07-06 20:06:50
GEEWYJFQ,Smart Road Infrastructure: Shaping the Future of Shengjin Accessibility.,,IRRELEVANTE,Excluído,,2025-07-05 19:32:08
CPA2NCAU,Изучение Исторических Памятников Казахстана С Применением Цифровых Технологий,,IDIOMA,Excluído,,2025-07-05 19:04:32
UG4KDT5B,An Open Geospatial Database as a Tool for Geoheritage Management at National Scale: The Case Study of Greece,,COM_PDF,Incluído,,2025-07-17 18:27:03
78R5TRKX,IOT in Smart Villages: Challenges and  Prospects,,SEM APLICACAO,Excluído,,2025-07-06 19:46:10
VGHWZFH2,Grasp the Opportunity of Restructuring Global Industrial Chains and Achieve High-Quality Development in the Post Epidemic,,IRRELEVANTE,Excluído,,2025-07-06 19:52:52
4QEWIKQB,Practice and Research on Non-Foreign Heritage Culture Inheritance Education in Universities Based on Information Fusion Technology,,SEM APLICACAO,Excluído,,2025-07-05 19:38:08
DTSP3QJ5,Regional Smart Cultural Tourism Destinations in a Region of Latvia,,SEM APLICACAO,Excluído,,2025-07-05 19:36:16
QCIB59RA,An Architecture for Service Integration to Fully Support Novel Personalized Smart Tourism Offerings,,SEM APLICACAO,Excluído,,2025-07-05 01:36:16
XTKEI3Z7,Artificial Intelligence-Based Sustainable Development of Smart Heritage Tourism,,COM_PDF,Incluído,,2025-07-17 18:27:25
BSFQ2P4G,Porcelain Insulator Crack Location and Surface States Pattern Recognition Based on Hyperspectral Technology,,SEM APLICACAO,Excluído,,2025-07-05 19:38:49
P38T9ICG,Tourism Potential of China and Its Relevance for Jordan’s Economic Openness,,SEM APLICACAO,Excluído,,2025-07-05 19:20:49
BH8K3VQC,Paradigm of Technological Convergence and Digital Transformation: The Challenges of CH Sectors in the Global COVID-19 Pandemic and Commencing Resilience-Based Structure for the Post-Covid-19 Era,,IRRELEVANTE,Excluído,,2025-07-05 19:39:41
C6MLGEQC,Turning Image Sensors Into Position and Time Sensitive Quantitative Colorimetric Data Sources With the Aid of Novel Image Processing/Analysis Software,,SEM APLICACAO,Excluído,,2025-07-05 19:17:49
4CMPX9LN,The Challenges of Smart Tourism: A Case of Bucharest,,SEM APLICACAO,Excluído,,2025-07-05 19:26:42
GLST2IJH,Developing an Integrated Teaching Module for the Topic of Smart Industry in the Museum,,IRRELEVANTE,Excluído,,2025-07-06 20:00:09
YMLTKAZE,A Framework Design for Information Management in Heritage Science Laboratories,,SEM APLICACAO,Excluído,,2025-07-05 01:25:32
IC8DMEG6,Effectiveness of Usage of Digital Heritage in the Sustainability of Cultural Tourism on Islands: The Case of Northern Cyprus,,COM_PDF,Incluído,,2025-07-17 18:29:21
5MED23YQ,Enhanced PBFT Blockchain Based on a Combination of Ripple and PBFT (R-Pbft) to Cryptospatial Coordinate,,IRRELEVANTE,Excluído,,2025-07-06 19:57:00
SDI8GGU6,Applied Digital Documentation With Parametric 3D Modeling and Internet of Trees Functionality for Smart Forests and Monument Landscapes,,SEM APLICACAO,Excluído,,2025-07-06 20:07:26
B888C57M,Regenerative Manufacturing: Crafting a Sustainable Future Through Design and Production,,SEM APLICACAO,Excluído,,2025-07-05 19:36:20
E25AX4MH,A Systematic Review of Structural Health Monitoring Systems to Strengthen Post-Earthquake Assessment Procedures,,SEM APLICACAO,Excluído,,2025-07-05 01:32:56
ZQ3BQUMG,Hbim and Extended Reality for Cultural Mediation of Historical Heritage: A Review,,COM_PDF,Incluído,,2025-07-17 18:29:35
2FJ4NC87,The Contribution of IoT to the Implementation of Preventive Conservation According to European Standards: The Case Study of the “Cannone” Violin and Its Historical Copy,,COM_PDF,Incluído,,2025-07-17 18:31:08
CDTYUYWC,Navigating Overtourism Destinations: Leveraging Smart Tourism Solutions for Sustainable Travel Experience,,IRRELEVANTE,Excluído,,2025-07-05 19:40:16
DCSQKJ49,The Implementation of RBL-STEM Learning Materials to Improve Students Historical Literacy in Designing the Indonesian Batik Motifs,,SEM APLICACAO,Excluído,,2025-07-05 19:24:35
PSESXNK9,Computational Culture: Transforming Archives Practice and Education for a Post-Covid World,,SEM APLICACAO,Excluído,,2025-07-06 20:04:00
MNZXQWHQ,A Smart Archive Box for Museum Artifact Monitoring Using Battery-Less Temperature and Humidity Sensing,,COM_PDF,Incluído,,2025-07-17 18:26:45
VRVIXLH6,Spatial Characteristic of Tourism Sites on Neighborhood Support Facilities and Proximities in Cultural World Heritage Sites,,IRRELEVANTE,Excluído,,2025-07-05 19:30:22
Q9BZLHIS,Archives and AI: An Overview of Current Debates and Future Perspectives,,SEM APLICACAO,Excluído,,2025-07-06 20:07:16
ZHWHILUL,Smart Mobility Solutions Through Bike Sharing System Design: A Case Study of Jerash Archaeological Site,,IRRELEVANTE,Excluído,,2025-07-05 19:32:12
UMVWXE44,"Smart, Hybrid and Context-Aware POI Mobile Recommender System in Tourism in Oman",,SEM APLICACAO,Excluído,,2025-07-05 19:31:09
V6CG4AMY,Design E Comunicação: Desafios E Dilemas Do Digital,,IRRELEVANTE,Excluído,,2025-07-06 20:00:59
JCMVSTRI,A Virtual Assistant for Natural Interactions in Museums,,COM_PDF,Incluído,,2025-07-17 18:26:53
MBUNBD5W,Analysis of Synthetic Data Utilization With Generative Adversarial Network in Flood Classification Using K-Nearest Neighbor Algorithm,,SEM APLICACAO,Excluído,,2025-07-05 18:59:33
QVJ5H2HH,The Development of Ecological Smart Cities in the Post-Epidemic Era,,IRRELEVANTE,Excluído,,2025-07-05 19:25:56
J7KLFUMY,Research on the Design of Zhuang Brocade Patterns Based on Automatic Pattern Generation,,IRRELEVANTE,Excluído,,2025-07-05 19:35:22
NR23ICKH,Preliminary Study of an Ancient Earthquake-Proof Construction Technique Monitoring by an Innovative Structural Health Monitoring System,,SEM APLICACAO,Excluído,,2025-07-05 19:37:31
U9SKVS6C,SOS: Socially Omitting Selfishness in IoT for Smart and Connected Communities,,IRRELEVANTE,Excluído,,2025-07-05 19:30:44
87MH3LCQ,Cost-Effective Implementation of a Temperature Traceability System Based on Smart RFID Tags and IoT Services,,IRRELEVANTE,Excluído,,2025-07-06 20:03:22
HEA4YL7W,From Culture to Smart Culture. How Digital Transformations Enhance Citizens’ Well-Being Through Better Cultural Accessibility and Inclusion,,IRRELEVANTE,Excluído,,2025-07-06 19:53:42
S6UZHSGT,Validation of Requirements for Transformation of an Urban District to a Smart City,,SEM APLICACAO,Excluído,,2025-07-05 19:13:39
66TZCCMF,The Influence of Information Systems on Tourist Arrival in the Gambia,,SEM APLICACAO,Excluído,,2025-07-05 19:24:20
7Q4B3E98,"Known Unknowns in an Era of Technological and Viral Disruptions—Implications for Theory, Policy, and Practice",,IRRELEVANTE,Excluído,,2025-07-06 19:45:30
E3VCYXPR,"Amazon, Google and Microsoft Solutions for IoT: Architectures and a Performance Comparison",,IRRELEVANTE,Excluído,,2025-07-05 01:35:47
DEEWY2SR,Digital Marketing in World Heritage for Tourism: Evidence From Vietnam,,IRRELEVANTE,Excluído,,2025-07-06 19:59:28
4W5WXAJU,The IoT as a Key in the Sensitive Balance Between Development Needs and Sustainable Conservation of Cultural Resources in Italian Heritage Cities,,COM_PDF,Incluído,,2025-07-17 18:31:14
8KZK9WKH,The Heritage Building Information Modeling Methodology for Structural Diagnosis: An Integrated System of Digital Models for the Baptistery of San Giovanni in Pisa,,COM_PDF,Incluído,,2025-07-17 18:31:13
3QUSFX8S,Evolution of Sustainable Tourism Concepts,,IRRELEVANTE,Excluído,,2025-07-06 19:56:22
QV3BESDZ,Future Perspectives on Communication Management for Promoting Tourism in Chachoengsao Province (2024-2027),,IRRELEVANTE,Excluído,,2025-07-06 19:53:06
QZ4D7ZVS,Determinants of Tourism Attractiveness for Taiwan’s Offshore Islands,,SEM APLICACAO,Excluído,,2025-07-06 20:15:23
NBA3HXSH,The Art of Designing Remote IoT Devices—Technologies and Strategies for a Long Battery Life,,SEM APLICACAO,Excluído,,2025-07-05 19:26:46
ZKN6VJSF,Applications of Metaverse-Related Technologies in the Services of US Urban Libraries,,SEM APLICACAO,Excluído,,2025-07-06 20:07:28
AYWAX5N7,Extending ONTAgri With Service-Oriented Architecture Towards Precision Farming Application,,SEM APLICACAO,Excluído,,2025-07-06 19:55:08
UKWZTKN4,Safety Monitoring by Means of Sensor Networks Distributed Within the Fossa Site Plan,,IRRELEVANTE,Excluído,,2025-07-05 19:33:57
B23VY7MC,The Study of “Cities of the Future” Urban Planning and Development Decision-Making Experience,,SEM APLICACAO,Excluído,,2025-07-05 19:21:23
W6HXD67F,The Metaverse in Industry 5.0: A Human-Centric Approach Towards Personalized Value Creation,,SEM APLICACAO,Excluído,,2025-07-05 19:22:53
VK4IFKU5,Virtual Tour Using Telepresence Robot and MQTT Protocol,,COM_PDF,Incluído,,2025-07-17 18:31:58
IA6KFXI3,Font Design in Visual Communication Design of Genetic Algorithm,,RETRATADO,Excluído,,2025-07-06 19:54:26
7H7ZZWGT,Sensors and Communications for the Social Good,,IRRELEVANTE,Excluído,,2025-07-05 19:33:35
VP2SLFCX,Enhancing User Interaction With Context-Awareness in Cultural Spaces,,IRRELEVANTE,Excluído,,2025-07-06 19:56:44
Z9GWXJX4,A Ten-Year Review Analysis of the Impact of Digitization on Tourism Development (2012–2022),,COM_PDF,Incluído,,2025-07-17 18:26:51
CCFP9Y56,Adapting to the Digital Wave: Tour Guides’ Role Perception and Technological Integration in the Cultural Ecosystem,,COM_PDF,Incluído,,2025-07-17 18:26:55
HLM8KK78,Transformation of Buildings and Urban Spaces to Adapt for Future Mobility: A Systematic Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:18:23
J5CXY96K,Study on Glacial Tourism Exploitation in the Dagu Glacier Scenic Spot Based on the AHP–ASEB Method,,SEM APLICACAO,Excluído,,2025-07-05 19:29:20
6MZM6X4A,Remote Sensing Data to Support Integrated Decision Making in Cultural and Natural Heritage Management. Impasses and Opportunities for Collaboration in Agricultural Areas,,SEM APLICACAO,Excluído,,2025-07-05 19:36:10
D6YFXF52,"Smart Parking Systems: Reviewing the Literature, Architecture and Ways Forward",,IRRELEVANTE,Excluído,,2025-07-05 19:32:10
79F2UT9Q,Phygital as a Lever for Value Propositions in Italian Cultural Tourism Startups,,COM_PDF,Incluído,,2025-07-17 18:30:25
URHDIIET,Mixed Cultural Visits or What COVID-19 Taught Us,,SEM APLICACAO,Excluído,,2025-07-06 19:42:54
DYRT7YFV,A Holistic Approach for Enhancing Museum Performance and Visitor Experience,,COM_PDF,Incluído,,2025-07-17 18:26:33
2EGY96CJ,Towards Digital Twinning on the Web: Heterogeneous 3D Data Fusion Based on Open-Source Structure,,IRRELEVANTE,Excluído,,2025-07-05 19:18:44
U3ND7HNG,IoT-Enabled Smart Sustainable Cities: Challenges and Approaches,,SEM APLICACAO,Excluído,,2025-07-06 19:46:01
FMP5YX9Q,Ultrasonic-Based Environmental Perception for Mobile 5g-Oriented XR Applications,,SEM APLICACAO,Excluído,,2025-07-05 19:17:44
5GCFL6L3,"Visualization, Serious Games and Decision Making",,SEM APLICACAO,Excluído,,2025-07-05 19:06:33
PVYG3LWD,Research on Optimization of Communication Network Security and Intelligent Supervision Model in Urban Community Aging Adaptation Renovation,,IRRELEVANTE,Excluído,,2025-07-05 19:35:31
SWTI2CWH,"Governance and Administrative Process of the Light Rail Train Project in Palembang, Indonesia",,IRRELEVANTE,Excluído,,2025-07-06 19:52:54
ZSMWRAV7,A Review of Using IoT for Energy Efficient Buildings and Cities: A Built Environment Perspective,,IRRELEVANTE,Excluído,,2025-07-05 01:28:48
MJ8IQ27N,"Unpacking the ‘15-Minute City’ via 6G, IoT, and Digital Twins: Towards a New Narrative for Increasing Urban Efficiency, Resilience, and Sustainability",,COM_PDF,Incluído,,2025-07-17 18:31:52
SBDKJTNE,An IoT Smart Infrastructure for S. Domenico Church in Matera’s “Sassi’’: A Multiscale Perspective to Built Heritage Conservation,,COM_PDF,Incluído,,2025-07-17 18:27:02
INAJHJ6C,Development of Business Law in the Perspective of Pancasila in the Era of Industrial Revolution 4.0,,IRRELEVANTE,Excluído,,2025-07-06 19:59:54
TUHZY966,Advances and Challenges for Model and Data Engineering,,SEM APLICACAO,Excluído,,2025-07-05 01:34:52
9A9UT7QG,A Novel Fog-Based Multi-Level Energy-Efficient Framework for IoT-Enabled Smart Environments,,SEM APLICACAO,Excluído,,2025-07-05 01:27:55
ZLLIPPS6,Frontiers of Transdisciplinary Knowledge Management in Digital Humanities,,SEM APLICACAO,Excluído,,2025-07-06 19:53:13
YJ23DKM6,"Mapping of Indigenous Knowledge Research in India: A Review of Growth, Emerging Topics and Future Research Directions Based on Scientometric Tools",,IRRELEVANTE,Excluído,,2025-07-06 19:44:32
UXS3GJ82,An IoT Measurement System Based on LoRaWAN for Additive Manufacturing,,SEM APLICACAO,Excluído,,2025-07-05 01:37:10
CJ768JWB,GIS Open-Source Plugins Development: A 10-Year Bibliometric Analysis on Scientific Literature,,IRRELEVANTE,Excluído,,2025-07-06 19:52:56
CNIA4UAK,A Methodological Framework for Developing a Smart-Tourism Destination in the Southeastern Adriatic–Ionian Area,,SEM TECH SMART,Excluído,,2025-07-05 01:26:37
UL9XDT5A,Metaverse Technology Research in Tourism and Hospitality Marketing in Indonesian Context: A Systematic Review,,SEM APLICACAO,Excluído,,2025-07-06 19:43:17
U9W3ECCA,Analyzing the Impact of Cultural Accessibility and ICT Infrastructure on Economic Growth in Kazakhstan,,COM_PDF,Incluído,,2025-07-17 18:27:05
W5P63R3D,Using RPA for Performance Monitoring of Dynamic SHM Applications,,SEM APLICACAO,Excluído,,2025-07-05 19:14:27
93JFIWYD,Can the Metaverse and Its Associated Digital Tools and Technologies Provide an Opportunity for Destinations to Address the Vulnerability of Overtourism?,,SEM APLICACAO,Excluído,,2025-07-06 20:04:52
XVZKHZAV,Can Smart Technologies Enhance Heritage Tourism?: The Case of El Montazah Gardens-Alexandria-Egypt,,COM_PDF,Incluído,,2025-07-17 18:27:48
6839CEW8,A Review on Drone-Based Data Solutions for Cereal Crops,,IRRELEVANTE,Excluído,,2025-07-05 01:28:53
C79J92V3,Coopetition With the Industrial IoT: A Service-Dominant Logic Approach,,IRRELEVANTE,Excluído,,2025-07-06 20:03:27
2YMNRP2I,Blockchain-Based Solutions in Achieving SDGs After COVID-19,,IRRELEVANTE,Excluído,,2025-07-06 20:05:45
BA6BGX76,Smart City and Smart Tourist Destinations,,SEM APLICACAO,Excluído,,2025-07-05 19:32:56
YFWH56SH,Load Balancing Using Artificial Intelligence for Cloud-Enabled Internet of Everything in Healthcare Domain,,SEM APLICACAO,Excluído,,2025-07-06 19:44:59
AP33JPVS,Cross-Cultural Business-to-Business Communication – the experiences of Polish Companies With the Chinese and Americans,,IRRELEVANTE,Excluído,,2025-07-06 20:03:15
LZKC2P8A,Unveiling Urban Marathon Development Characteristics and Urban Growth Strategies in China: Insights From Time Series Analysis of Baidu Search Index,,SEM APLICACAO,Excluído,,2025-07-05 19:16:24
GKTLWQ87,"A Review on the Malaysian and Indonesian Batik Production, Challenges, and Innovations in the 21st Century",,IRRELEVANTE,Excluído,,2025-07-05 01:29:21
IRQLPCZ9,Improvement and Optimization of Vulnerability Detection Methods for Ethernet Smart Contracts,,IRRELEVANTE,Excluído,,2025-07-06 19:50:15
8FHFMHJY,"The Use of Interactive Virtual BIM to Boost Virtual Tourism in Heritage Sites, Historic Jeddah",,COM_PDF,Incluído,,2025-07-17 18:31:25
97SHS7N3,Immersive Technologies-Driven Building Information Modeling (BIM) in the Context of Metaverse,,IRRELEVANTE,Excluído,,2025-07-06 19:50:40
LB9X53JM,The Fellini Museum of Rimini in Italy and the Genetic Algorithms-Based Method to Optimize the Design of an Integrated System Network and Installations,,COM_PDF,Incluído,,2025-07-17 18:31:10
2QC4TFX4,Innovative Tools for Tourism and Cultural Tourism Impact Assessment,,COM_PDF,Incluído,,2025-07-17 18:29:54
HPS9DDQL,Rediscovering Herb Lane: Application of Design Thinking to Enhance Visitor Experience in a Traditional Market,,SEM APLICACAO,Excluído,,2025-07-05 19:36:23
57H4WJLN,"Metaverse for Education: Developments, Challenges, and Future Direction",,SEM APLICACAO,Excluído,,2025-07-06 19:43:22
EN8CDS8Z,Circular Digital Built Environment: An Emerging Framework,,IRRELEVANTE,Excluído,,2025-07-06 20:04:20
TKFN2Y26,Large-Scale Reality Modeling of a University Campus Using Combined UAV and Terrestrial Photogrammetry for Historical Preservation and Practical Use,,IRRELEVANTE,Excluído,,2025-07-06 19:45:23
M7UPMLU5,"Industrial Metaverse: A Comprehensive Review, Environmental Impact, and Challenges",,SEM APLICACAO,Excluído,,2025-07-06 19:49:46
TUTVDN96,Urban Heritage Facility Management: A Scoping Review,,COM_PDF,Incluído,,2025-07-17 18:31:52
3SJ2XSEQ,Preface: ISPRS Geospatial Week 2023,,SEM TEXTO,Excluído,,2025-07-05 19:37:44
8F38DKFG,From Earlier Exploration to Advanced Applications: Bibliometric and Systematic Review of Augmented Reality in the Tourism Industry (2002–2022),,IRRELEVANTE,Excluído,,2025-07-06 19:53:33
8F45G8QL,Preface: ISPRS Geospatial Week 2023,,SEM TEXTO,Excluído,,2025-07-05 19:37:46
YJD2VXZC,Multivariate Characterization of Temperature Fluctuations in a Historical Building Using Energy-Efficient IoT Wireless Sensors,,SEM APLICACAO,Excluído,,2025-07-06 19:42:40
46GGW64R,Rural Tourism and the Development of Characteristic Towns in China and Its Influence on Rural Areas,,COM_PDF,Incluído,,2025-07-17 18:30:36
SD7EUXMT,Shaping a Future Research Agenda Across Diverse Knowledge Spaces in Architecture and Urbanism – Through the Lens of Archnet-Ijar,,IRRELEVANTE,Excluído,,2025-07-05 19:33:28
M6PV4DFE,Smartphones Online Marketing: A Bibliometric and Visualized Analysis,,IRRELEVANTE,Excluído,,2025-07-05 19:30:49
44K98JAY,A Unified Efficient Deep Learning Architecture for Rapid Safety Objects Classification Using Normalized Quantization-Aware Learning,,SEM APLICACAO,Excluído,,2025-07-05 01:33:45
UQ57TQ22,Mapping the Nexus Between Sustainability and Digitalization in Tourist Destinations: A Bibliometric Analysis,,COM_PDF,Incluído,,2025-07-17 18:30:22
E42SN2PS,Using Deep Learning-Based Artificial Intelligence Electronic Images in Improving Middle School Teachers’ Literacy,,SEM APLICACAO,Excluído,,2025-07-05 19:14:59
PNQBQJZV,A Discussion on Finding the Opportunity of Intelligent Transportation Systems (ITS) Implementation in Peru Based on Economics,,SEM APLICACAO,Excluído,,2025-07-06 20:12:12
T4I4U9I5,Lead-Free LiNbO3 Thick Film MEMS Kinetic Cantilever Beam Sensor/Energy Harvester,,IRRELEVANTE,Excluído,,2025-07-06 19:45:18
QSIPDXCD,Representation and Visualization Processes for a Sustainable Approach to Landscape/Heritage,,SEM APLICACAO,Excluído,,2025-07-05 19:36:04
YQ53KB6D,From BIM to Digital Twins: A Systematic Review of the Evolution of Intelligent Building Representations in the AEC-FM Industry,,COM_PDF,Incluído,,2025-07-17 18:29:33
MKFD6USV,METAEDUCATION: State-of-the-Art Methodology for Empowering Feature Education,,SEM APLICACAO,Excluído,,2025-07-06 19:43:29
CA3VQK52,Sustainable Development of Landscape Architecture From the Perspective of Energy and Environment Management,,SEM APLICACAO,Excluído,,2025-07-05 19:28:36
FN8L7X8B,Cultural Routes as Cultural Tourism Products for Heritage Conservation and Regional Development: A Systematic Review,,IRRELEVANTE,Excluído,,2025-07-06 20:01:40
YGTKG8C4,Guest Editorial: IJTC Regional Review Series: People’s Republic of China and Latin America,,IRRELEVANTE,Excluído,,2025-07-06 19:52:44
A38TUU9L,Evaluation Model Construction of Competitiveness of Sports Tourism Characteristic Towns Through IoT Applications,,RETRATADO,Excluído,,2025-07-06 19:56:25
R7JHG5JF,Artificial Intelligences in Industrial Robots: A Framework Based on Gardner’s Multiple Intelligences,,IRRELEVANTE,Excluído,,2025-07-06 20:07:03
DLVGB3UR,Tourism and Conservation Empowered by Augmented Reality: A Scientometric Analysis Based on the Science Tree Metaphor,,COM_PDF,Incluído,,2025-07-17 18:31:26
YMCS8SB9,Incorporating Smart Objects Into BIM: A Comprehensive Review,,SEM APLICACAO,Excluído,,2025-07-06 19:50:06
GMQKRA8P,A Systematic Literature Review on the Use of Big Data for Sustainable Tourism,,COM_PDF,Incluído,,2025-07-17 18:26:50
MLI7GEFZ,Digital Transformation in Tourism Sector: Trends and Future Perspectives From a Bibliometric-Content Analysis,,IRRELEVANTE,Excluído,,2025-07-06 19:59:13
NZ8IPR6I,Metamorphosis: A Digital Approach to Transforming Communities Through Photogrammetry and Metaverse,,SEM APLICACAO,Excluído,,2025-07-06 19:43:26
V666E42F,Using Wi-Fi Probes to Evaluate the Spatio-Temporal Dynamics of Tourist Preferences in Historic Districts’ Public Spaces,,COM_PDF,Incluído,,2025-07-17 18:31:54
8P697KMF,Industrial Revolution 4.0: Reconnaissance of Opportunities and Challenges for Smart Sustainable Cities,,SEM APLICACAO,Excluído,,2025-07-06 19:49:43
WUJ9IU3Q,New Technological Trends and Application in Libraries: An Overview,,IRRELEVANTE,Excluído,,2025-07-05 19:40:08
96PG2I5N,Towards Bim-Gis Integration for Road Intelligent Management System,,SEM APLICACAO,Excluído,,2025-07-05 19:19:04
TUF9EPJH,Exploring the Applications of Digital Twin Technology in Enhancing Sustainability in Civil Engineering: A Review,,IRRELEVANTE,Excluído,,2025-07-06 19:55:46
XDRKQLQK,Valid and Reliable Instrument for Measuring Indonesian Students’ Reading Literacy,,SEM APLICACAO,Excluído,,2025-07-05 19:14:02
SFI85HHV,"Preserving the Past, Nurturing the Future: A Systematic Literature Review on the Conservation and Revitalization of Chinese Historical Town Environments During Modernization",,SEM APLICACAO,Excluído,,2025-07-05 19:37:28
RU3TD84A,A Smoke Chamber Study on Some Low-Cost Sensors for Monitoring Size-Segregated Aerosol and Microclimatic Parameters,,SEM APLICACAO,Excluído,,2025-07-05 01:30:18
N88H2YAF,Achieving the Principles of Sustainable Development: Implementation of Smart Solutions in the Infrastructure of Modern Megacities,,IRRELEVANTE,Excluído,,2025-07-05 01:34:20
YUQNJE89,"The Influence of Visitors on Heritage Conservation: The Case of the Church of San Juan Del Hospital, Valencia, Spain",,SEM TECH SMART,Excluído,,2025-07-05 19:24:03
CN7WLI82,"Virtual Journeys, Real Engagement: Analyzing User Experience on a Virtual Travel Social Platform",,SEM APLICACAO,Excluído,,2025-07-05 19:11:19
JS8TBX5N,Scope Extension of the Metaverse Tourism Concept: Proposing a Research Agenda,,IRRELEVANTE,Excluído,,2025-07-05 19:33:49
KNEXQ4HN,As-Is Facility Management Approach Using LiDAR-based Building Information Modelling: A Case Study in Egypt,,IRRELEVANTE,Excluído,,2025-07-06 20:06:54
